country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,uid,bank_account
Tanzania,2017,uniqueid_5462,Rural,Yes,2,24,Male,Child,Divorced/Seperated,Tertiary education,Informally employed,Tanzania_uniqueid_5462,Yes
Rwanda,2016,uniqueid_1340,Urban,Yes,7,36,Male,Head of Household,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_1340,Yes
Kenya,2018,uniqueid_5309,Urban,Yes,1,37,Female,Head of Household,Single/Never Married,Primary education,Informally employed,Kenya_uniqueid_5309,No
Rwanda,2016,uniqueid_6477,Rural,Yes,5,33,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_6477,No
Tanzania,2017,uniqueid_6221,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_6221,No
Rwanda,2016,uniqueid_1246,Urban,Yes,2,30,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_1246,No
Kenya,2018,uniqueid_2649,Rural,No,11,30,Male,Child,Divorced/Seperated,Primary education,Informally employed,Kenya_uniqueid_2649,No
Kenya,2018,uniqueid_2587,Urban,Yes,3,24,Female,Head of Household,Married/Living together,Secondary education,Formally employed Government,Kenya_uniqueid_2587,Yes
Rwanda,2016,uniqueid_2836,Urban,Yes,9,17,Female,Other non-relatives,Single/Never Married,Primary education,Self employed,Rwanda_uniqueid_2836,No
Uganda,2018,uniqueid_757,Rural,No,3,67,Male,Head of Household,Married/Living together,Primary education,No Income,Uganda_uniqueid_757,No
Tanzania,2017,uniqueid_6175,Rural,No,3,17,Male,Other non-relatives,Divorced/Seperated,Secondary education,Remittance Dependent,Tanzania_uniqueid_6175,No
Rwanda,2016,uniqueid_509,Rural,Yes,6,37,Female,Spouse,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_509,No
Kenya,2018,uniqueid_3161,Urban,No,8,42,Female,Spouse,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_3161,No
Rwanda,2016,uniqueid_4942,Rural,Yes,4,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_4942,No
Kenya,2018,uniqueid_3183,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Informally employed,Kenya_uniqueid_3183,No
Tanzania,2017,uniqueid_6256,Urban,Yes,4,52,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_6256,No
Rwanda,2016,uniqueid_5605,Rural,Yes,5,56,Female,Spouse,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_5605,No
Kenya,2018,uniqueid_2378,Rural,Yes,4,70,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Kenya_uniqueid_2378,No
Kenya,2018,uniqueid_4804,Urban,Yes,2,20,Male,Other relative,Single/Never Married,Secondary education,Self employed,Kenya_uniqueid_4804,No
Kenya,2018,uniqueid_4219,Rural,Yes,3,48,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_4219,No
Kenya,2018,uniqueid_5693,Rural,Yes,2,70,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Kenya_uniqueid_5693,No
Tanzania,2017,uniqueid_1891,Urban,Yes,2,54,Female,Head of Household,Widowed,Primary education,Self employed,Tanzania_uniqueid_1891,No
Uganda,2018,uniqueid_1187,Rural,Yes,3,23,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,Uganda_uniqueid_1187,No
Kenya,2018,uniqueid_5393,Rural,No,1,75,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Kenya_uniqueid_5393,No
Rwanda,2016,uniqueid_3049,Rural,Yes,7,35,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3049,No
Rwanda,2016,uniqueid_6712,Rural,Yes,3,35,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,Rwanda_uniqueid_6712,No
Rwanda,2016,uniqueid_6302,Rural,Yes,2,26,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_6302,Yes
Rwanda,2016,uniqueid_4548,Rural,Yes,5,63,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,Rwanda_uniqueid_4548,No
Tanzania,2017,uniqueid_6089,Rural,Yes,5,28,Female,Head of Household,Divorced/Seperated,Tertiary education,Self employed,Tanzania_uniqueid_6089,Yes
Rwanda,2016,uniqueid_3304,Rural,No,6,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3304,No
Uganda,2018,uniqueid_1008,Rural,No,3,19,Male,Parent,Single/Never Married,Primary education,Self employed,Uganda_uniqueid_1008,No
Tanzania,2017,uniqueid_3166,Urban,Yes,6,33,Male,Head of Household,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_3166,Yes
Rwanda,2016,uniqueid_7524,Rural,Yes,6,48,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_7524,No
Uganda,2018,uniqueid_513,Rural,No,3,38,Female,Head of Household,Widowed,No formal education,Other Income,Uganda_uniqueid_513,No
Tanzania,2017,uniqueid_4055,Urban,No,2,45,Female,Head of Household,Widowed,Primary education,Informally employed,Tanzania_uniqueid_4055,No
Kenya,2018,uniqueid_1755,Rural,Yes,2,37,Male,Head of Household,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_1755,Yes
Tanzania,2017,uniqueid_6496,Urban,No,4,22,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_6496,No
Rwanda,2016,uniqueid_2911,Urban,Yes,3,43,Female,Head of Household,Widowed,Primary education,Other Income,Rwanda_uniqueid_2911,No
Rwanda,2016,uniqueid_3199,Rural,Yes,5,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3199,No
Rwanda,2016,uniqueid_3224,Rural,No,3,70,Male,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_3224,No
Rwanda,2016,uniqueid_4471,Rural,No,6,35,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_4471,No
Tanzania,2017,uniqueid_4255,Urban,Yes,3,41,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4255,No
Kenya,2018,uniqueid_5373,Rural,No,8,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,Kenya_uniqueid_5373,No
Kenya,2018,uniqueid_1880,Rural,No,4,80,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Kenya_uniqueid_1880,Yes
Tanzania,2017,uniqueid_4844,Rural,Yes,2,31,Female,Spouse,Single/Never Married,Primary education,No Income,Tanzania_uniqueid_4844,No
Kenya,2018,uniqueid_1614,Urban,Yes,3,29,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,Kenya_uniqueid_1614,No
Kenya,2018,uniqueid_5830,Rural,Yes,5,20,Male,Other relative,Single/Never Married,Secondary education,Informally employed,Kenya_uniqueid_5830,No
Uganda,2018,uniqueid_1804,Rural,No,6,34,Male,Head of Household,Married/Living together,Primary education,Other Income,Uganda_uniqueid_1804,No
Rwanda,2016,uniqueid_5892,Rural,Yes,5,17,Male,Parent,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_5892,No
Uganda,2018,uniqueid_385,Rural,Yes,5,62,Female,Head of Household,Widowed,Primary education,Self employed,Uganda_uniqueid_385,No
Tanzania,2017,uniqueid_531,Urban,Yes,2,46,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_531,No
Kenya,2018,uniqueid_2016,Rural,Yes,1,46,Female,Head of Household,Married/Living together,No formal education,Self employed,Kenya_uniqueid_2016,No
Tanzania,2017,uniqueid_3867,Urban,No,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3867,No
Uganda,2018,uniqueid_1045,Urban,Yes,2,53,Female,Other relative,Widowed,Primary education,Dont Know/Refuse to answer,Uganda_uniqueid_1045,No
Tanzania,2017,uniqueid_1461,Urban,Yes,4,34,Female,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1461,No
Kenya,2018,uniqueid_5757,Rural,No,5,24,Female,Spouse,Married/Living together,Primary education,Self employed,Kenya_uniqueid_5757,No
Kenya,2018,uniqueid_604,Rural,No,9,70,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Kenya_uniqueid_604,No
Kenya,2018,uniqueid_5330,Urban,Yes,1,56,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Government,Kenya_uniqueid_5330,Yes
Rwanda,2016,uniqueid_3686,Rural,Yes,3,26,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3686,No
Tanzania,2017,uniqueid_4632,Urban,Yes,1,40,Female,Head of Household,Divorced/Seperated,Tertiary education,Self employed,Tanzania_uniqueid_4632,Yes
Kenya,2018,uniqueid_866,Urban,Yes,3,35,Male,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_866,Yes
Tanzania,2017,uniqueid_3191,Rural,Yes,1,26,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private,Tanzania_uniqueid_3191,Yes
Rwanda,2016,uniqueid_945,Rural,Yes,3,46,Female,Head of Household,Married/Living together,Secondary education,Other Income,Rwanda_uniqueid_945,No
Rwanda,2016,uniqueid_4757,Rural,Yes,5,30,Female,Child,Single/Never Married,No formal education,Self employed,Rwanda_uniqueid_4757,No
Kenya,2018,uniqueid_244,Rural,No,4,19,Male,Child,Single/Never Married,No formal education,Farming and Fishing,Kenya_uniqueid_244,No
Tanzania,2017,uniqueid_3684,Urban,Yes,2,42,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3684,Yes
Tanzania,2017,uniqueid_4213,Urban,Yes,4,26,Female,Child,Married/Living together,Primary education,Self employed,Tanzania_uniqueid_4213,No
Rwanda,2016,uniqueid_8476,Rural,Yes,3,28,Male,Head of Household,Married/Living together,Primary education,Other Income,Rwanda_uniqueid_8476,No
Rwanda,2016,uniqueid_2231,Rural,Yes,4,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_2231,No
Rwanda,2016,uniqueid_735,Rural,Yes,4,40,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_735,Yes
Rwanda,2016,uniqueid_4762,Rural,Yes,5,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_4762,No
Tanzania,2017,uniqueid_24,Urban,Yes,3,21,Male,Parent,Divorced/Seperated,Primary education,Self employed,Tanzania_uniqueid_24,No
Uganda,2018,uniqueid_737,Rural,Yes,8,30,Female,Spouse,Married/Living together,No formal education,Self employed,Uganda_uniqueid_737,No
Uganda,2018,uniqueid_1142,Rural,No,10,25,Female,Child,Divorced/Seperated,Primary education,Self employed,Uganda_uniqueid_1142,No
Rwanda,2016,uniqueid_5153,Rural,Yes,5,34,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_5153,No
Kenya,2018,uniqueid_4831,Urban,Yes,1,24,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,Kenya_uniqueid_4831,Yes
Tanzania,2017,uniqueid_1848,Urban,Yes,3,45,Female,Child,Married/Living together,Primary education,Self employed,Tanzania_uniqueid_1848,No
Kenya,2018,uniqueid_5345,Rural,Yes,4,40,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed,Kenya_uniqueid_5345,Yes
Kenya,2018,uniqueid_5203,Rural,No,2,60,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_5203,No
Uganda,2018,uniqueid_1062,Urban,Yes,10,53,Female,Spouse,Married/Living together,No formal education,Other Income,Uganda_uniqueid_1062,No
Uganda,2018,uniqueid_258,Urban,Yes,3,29,Female,Head of Household,Single/Never Married,Secondary education,Other Income,Uganda_uniqueid_258,No
Tanzania,2017,uniqueid_4341,Urban,Yes,2,33,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4341,No
Rwanda,2016,uniqueid_6730,Rural,Yes,3,63,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_6730,Yes
Tanzania,2017,uniqueid_2475,Urban,Yes,2,23,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_2475,No
Rwanda,2016,uniqueid_6084,Rural,Yes,5,34,Female,Spouse,Married/Living together,Tertiary education,Informally employed,Rwanda_uniqueid_6084,Yes
Kenya,2018,uniqueid_1187,Urban,Yes,1,48,Female,Head of Household,Married/Living together,Other/Dont know/RTA,Formally employed Government,Kenya_uniqueid_1187,Yes
Kenya,2018,uniqueid_3961,Urban,Yes,6,18,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent,Kenya_uniqueid_3961,No
Rwanda,2016,uniqueid_7724,Urban,Yes,8,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,Rwanda_uniqueid_7724,No
Kenya,2018,uniqueid_3874,Rural,Yes,5,26,Female,Spouse,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_3874,No
Kenya,2018,uniqueid_180,Urban,Yes,6,44,Male,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_180,No
Tanzania,2017,uniqueid_1505,Urban,Yes,3,35,Male,Head of Household,Single/Never Married,No formal education,Informally employed,Tanzania_uniqueid_1505,No
Tanzania,2017,uniqueid_447,Rural,Yes,1,43,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,Tanzania_uniqueid_447,Yes
Uganda,2018,uniqueid_83,Rural,Yes,5,40,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_83,Yes
Tanzania,2017,uniqueid_733,Rural,Yes,3,58,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private,Tanzania_uniqueid_733,Yes
Rwanda,2016,uniqueid_4303,Rural,Yes,3,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_4303,No
Kenya,2018,uniqueid_4794,Rural,No,1,68,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Kenya_uniqueid_4794,Yes
Rwanda,2016,uniqueid_1369,Urban,Yes,8,43,Male,Head of Household,Married/Living together,Vocational/Specialised training,Other Income,Rwanda_uniqueid_1369,Yes
Tanzania,2017,uniqueid_1489,Rural,No,3,33,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1489,No
Kenya,2018,uniqueid_5959,Urban,Yes,4,28,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,Kenya_uniqueid_5959,No
Kenya,2018,uniqueid_1801,Rural,Yes,3,59,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Kenya_uniqueid_1801,Yes
Uganda,2018,uniqueid_775,Rural,No,7,43,Female,Child,Married/Living together,No formal education,Other Income,Uganda_uniqueid_775,No
Rwanda,2016,uniqueid_3382,Rural,No,6,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3382,No
Uganda,2018,uniqueid_1195,Rural,Yes,3,22,Female,Spouse,Married/Living together,Secondary education,Other Income,Uganda_uniqueid_1195,No
Kenya,2018,uniqueid_6039,Rural,Yes,7,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_6039,No
Rwanda,2016,uniqueid_435,Rural,Yes,5,33,Female,Spouse,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_435,No
Rwanda,2016,uniqueid_2154,Rural,Yes,4,70,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_2154,No
Uganda,2018,uniqueid_1252,Rural,Yes,3,20,Female,Spouse,Married/Living together,Primary education,Self employed,Uganda_uniqueid_1252,No
Rwanda,2016,uniqueid_7828,Rural,Yes,9,20,Female,Child,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_7828,No
Kenya,2018,uniqueid_2802,Rural,Yes,1,40,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government,Kenya_uniqueid_2802,No
Tanzania,2017,uniqueid_5043,Urban,No,2,32,Female,Spouse,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_5043,No
Tanzania,2017,uniqueid_337,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,Tanzania_uniqueid_337,Yes
Kenya,2018,uniqueid_2923,Rural,Yes,4,31,Male,Head of Household,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_2923,Yes
Tanzania,2017,uniqueid_6084,Urban,Yes,2,25,Male,Child,Divorced/Seperated,Secondary education,Formally employed Private,Tanzania_uniqueid_6084,Yes
Rwanda,2016,uniqueid_1674,Rural,No,3,59,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_1674,No
Rwanda,2016,uniqueid_6789,Rural,Yes,3,23,Female,Child,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_6789,No
Rwanda,2016,uniqueid_5181,Rural,No,1,68,Female,Head of Household,Widowed,No formal education,Informally employed,Rwanda_uniqueid_5181,No
Rwanda,2016,uniqueid_2402,Rural,Yes,7,50,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_2402,Yes
Tanzania,2017,uniqueid_5159,Rural,Yes,4,63,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_5159,No
Uganda,2018,uniqueid_334,Rural,No,1,20,Male,Head of Household,Single/Never Married,Primary education,Other Income,Uganda_uniqueid_334,No
Kenya,2018,uniqueid_1246,Rural,Yes,1,40,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Kenya_uniqueid_1246,No
Tanzania,2017,uniqueid_5258,Rural,No,3,16,Male,Other non-relatives,Divorced/Seperated,Secondary education,No Income,Tanzania_uniqueid_5258,No
Kenya,2018,uniqueid_4538,Rural,Yes,5,73,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_4538,No
Tanzania,2017,uniqueid_5685,Rural,Yes,1,38,Male,Head of Household,Married/Living together,Primary education,Informally employed,Tanzania_uniqueid_5685,No
Kenya,2018,uniqueid_4054,Rural,Yes,2,78,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Kenya_uniqueid_4054,No
Kenya,2018,uniqueid_5932,Rural,No,8,39,Male,Head of Household,Married/Living together,No formal education,Informally employed,Kenya_uniqueid_5932,No
